date,reit_return,hpi_original,hpi_unsmoothed,dynamic_correlation
2017-07-31,0.08661223457868379,0.0009680542110357404,0.0036031959139769575,0.1949271426965695
2017-08-31,-0.02504668283619908,-0.009671179883945835,-0.014364047898854227,0.19476847145638349
2017-09-30,-0.04048140876427925,0.0224609375,0.08961278230246826,0.19603665043886515
2017-10-31,0.09865524006510225,0.002865329512893977,-0.006681008225227096,0.18432881758035427
2017-11-30,-0.09372239894545821,0.0028571428571428914,0.01728499595630668,0.18104939695075126
2017-12-31,0.10135927817355553,0.007597340930674212,0.031560469371168735,0.17677292826226507
2018-01-31,0.019053235779964726,0.006597549481621057,0.022669885533278346,0.18190427940578024
2018-02-28,0.008411469840586014,0.0065543071161049404,0.023567080080562706,0.182573031342326
2018-03-31,0.07078832467186809,0.01023255813953483,0.03365052993399845,0.18272770196451216
2018-04-30,-0.04831526351649451,0.006445672191528473,0.0181148234766956,0.1888019768376619
2018-05-31,-0.09784029144175564,0.018298261665141924,0.055155324831234025,0.18525443246459625
2018-06-30,-0.0015521415110145073,0.012578616352201255,0.023061782928108867,0.1684991408222729
2018-07-31,-0.03347335292374275,-0.007098491570541321,-0.02435663357222237,0.1679509770194866
2018-08-31,-0.041487402745734654,-0.0044682752457549935,0.010518031070122977,0.1694958672383602
2018-09-30,0.019213160733346623,0.0053859964093356805,0.0367043660301512,0.16787978214913582
2018-10-31,-0.08339032318786396,0.008928571428571619,0.03371399398349772,0.1693132492834423
2018-11-30,0.09551354514249119,0.001769911504424737,0.008548898928169147,0.15889187807210475
2018-12-31,-0.015095297348780765,-0.01148409893992941,-0.018241226068982555,0.1601795579619679
2019-01-31,0.023583835344372226,-0.0008936550491509543,0.030114306341404204,0.16064828845038948
2019-02-28,0.04697351838194803,0.0008944543828264262,0.022610901907606965,0.16220835225919783
2019-03-31,-0.06782754256010413,0.0044682752457552155,0.029652224405694667,0.16513685166307587
2019-04-30,0.052281332157879716,0.006227758007117501,0.029249105783989468,0.15692373606423174
2019-05-31,-0.061850211813038965,0.01326259946949615,0.04531401805668167,0.16163492537495536
2019-06-30,0.0772134846716946,-0.005235602094240899,-0.015686154639066214,0.14973002763774562
2019-07-31,0.04948109859185735,0.006140350877193113,0.039919647929692145,0.1454822310773718
2019-08-31,0.035708327241211577,0.027027027027026973,0.08286880122108149,0.1503924391806374
2019-09-30,0.11394426959931016,0.008488964346349936,0.0019806415396315053,0.1555795171971633
2019-10-31,-2.80177010567357e-05,0.01094276094276081,0.03107075997311026,0.15451365990743873
2019-11-30,0.24951524989707313,0.010824313072439695,0.02808071351615948,0.1541232114983109
2019-12-31,0.1855031367958055,0.012355848434925765,0.03213315418527186,0.1622024210292357
2020-01-31,0.1688065325316773,0.026037428803905582,0.0670731939090973,0.17011557922978196
2020-02-29,-0.12759951489021032,0.022204599524187296,0.036835596877549885,0.18438295095408536
2020-03-31,-0.19124830593308703,0.018619084561675825,0.029879368036514788,0.17678151866027914
2020-04-30,0.23466563660335854,0.0015232292460014563,-0.01261163721800963,0.16842896160883483
2020-05-31,0.14073076867714238,0.019011406844106515,0.05899945253434366,0.16445463039357044
2020-06-30,0.1774527712767795,0.06865671641791038,0.1720898172524566,0.17097324897026048
2020-07-31,0.19768303017160718,0.03701117318435743,0.014028350919293232,0.18256683555958922
2020-08-31,-0.09584364977894697,0.014141414141414232,-0.012616657040450877,0.18287889422297224
2020-09-30,0.16859926293005303,0.011288180610889764,0.011774333999305553,0.18313182832565247
2020-10-31,0.054409033305779626,0.022324359816152217,0.0487411347595111,0.183383284624168
2020-11-30,0.11431946565355769,0.031470777135516936,0.059926942829311415,0.18460695705427063
2020-12-31,0.09081166200449417,0.010585305105853093,-0.01059107267652257,0.18865278510267716
2021-01-31,0.09963702878144831,0.016019716574245058,0.031974017734925114,0.1873930063138162
2021-02-28,0.02667062882436545,0.029714978775015277,0.0639784159465854,0.1896599266739074
2021-03-31,-0.029850445675419897,0.020023557126030544,0.018466602780970814,0.19055708491792003
2021-04-30,-0.13207783501461332,0.03117782909930722,0.060581755078575605,0.1896992473526968
2021-05-31,-0.03288161056498402,0.02295632698768202,0.022860915047917332,0.18023376280965567
2021-06-30,-0.07035775491528534,0.026819923371647514,0.04324297790253704,0.17910104781111313
2021-07-31,0.07945289116769678,0.03464818763326227,0.059412905759346435,0.17443682954951178
2021-08-31,0.057349194168482547,0.029881504379185797,0.03467792440932997,0.17939712431209864
2021-09-30,-0.03130438681305591,0.03901950975487756,0.06456904565169223,0.18182368248332362
2021-10-31,0.06378891910331828,0.04236880115551278,0.06041461398629756,0.17658388224348326
2021-11-30,0.06105525856798546,0.07251732101616626,0.13587539049732492,0.18205626310384335
2021-12-31,0.06490295930728038,0.14298018949181746,0.28338201860953305,0.189144459102169
2022-01-31,0.07393387341484874,0.12848530519969859,0.13770978494647834,0.19700236804754512
2022-02-28,-0.060258473233928814,0.07846410684474114,0.005945325866023754,0.20242971220005335
2022-03-31,0.15576705811560362,0.09566563467492273,0.11588682046779598,0.20168967065545812
2022-04-30,0.06637791672473145,0.1144391070923989,0.14480884872783908,0.20980049658172745
2022-05-31,0.03129893462456453,0.12981744421906716,0.15719544130239652,0.21466040773913256
2022-06-30,0.0339934834608193,0.11153500897666069,0.0802970256222608,0.216741632542961
2022-07-31,0.11293965063900967,0.07086614173228334,-0.011023309259338171,0.21844082448690633
2022-08-31,0.11782381666082455,0.06070889894419307,0.017306580845778255,0.21550009149053978
2022-09-30,-0.018784664616265687,0.05723426946320642,0.027129864039124978,0.2150746709217119
2022-10-31,0.2683285995921446,0.04388029589778086,-0.000348050267474174,0.214411019216048
2022-11-30,0.24376933845455037,0.03398292800773062,-0.005412773555356098,0.21021567214833567
2022-12-31,0.15082934814084517,0.04127725856697806,0.03268647622990699,0.20671932006250618
2023-01-31,-0.14697067408591855,0.10516080777860881,0.2008183810528225,0.20833343085662762
2023-02-28,-0.019034152421686552,0.06118029236599898,-0.007760213104674502,0.19536559790031052
2023-03-31,-0.005761582467770857,0.08010204081632644,0.0967684682052842,0.1952828699116829
2023-04-30,-0.03983068264570449,0.033892300425129696,-0.053791763658811234,0.19444059791270538
2023-05-31,0.08025031947277937,0.040776699029126284,0.02771895089367296,0.19501575928575887
2023-06-30,0.14262783556643652,0.049824407374890134,0.048830072810259945,0.19564536602018318
2023-07-31,0.3133763188208069,0.06491741584779431,0.07937101878743487,0.19818721331601183
2023-08-31,0.07585250596369501,0.06969667222931175,0.07125293107152615,0.20591943388504685
2023-09-30,0.08803627939681981,0.06616499954115818,0.0527184960891482,0.20796763037825403
2023-10-31,-0.0679854735894521,0.025822000344293272,-0.05422015715704773,0.21009502152355566
2023-11-30,0.05816674198934918,0.007467695922134476,-0.04788346685466582,0.21142233845311734
2023-12-31,-0.13182806323899612,0.019655201132672717,0.01743878149323584,0.20949417554876038
2024-01-31,0.14744402218455496,0.026790819243649233,0.026211449581780098,0.2075633650557898
2024-02-29,0.1179155706676654,0.033092037228541926,0.03561683725181472,0.20879700941456775
2024-03-31,-0.04833495881053441,0.012474012474012586,-0.02860802872591128,0.21072247701088964
2024-04-30,0.08013176290685996,0.00920222070119392,-0.008447620404367803,0.21132215331105042
2024-05-31,0.011461907422752647,0.03918613413715155,0.08157247959388465,0.21032397397272445
2024-06-30,0.02826617035518289,0.015445975344452467,-0.022702258854266685,0.21009736070310117
2024-07-31,0.026337468683889313,0.00928372491608953,-0.00880223290993935,0.20926222051909632
2024-08-31,-0.07122810824004665,0.03658105143989232,0.0770214482307248,0.2088135359651437
2024-09-30,0.091197002505112,0.010307167235494852,-0.030653101146771493,0.2022882932540332
2024-10-31,-0.045273824632761465,0.02074184176744831,0.03220616351255716,0.19863293395305395
2024-11-30,0.1292647908838612,0.028461742123378153,0.0416207068060813,0.19659879768253136
2024-12-31,-0.0037986396847776516,0.019822370961513736,0.007162860441532431,0.20096493756624065
2025-01-31,-0.02031755979875471,0.046825697336867256,0.09201745540414671,0.20078132830174478
2025-02-28,-0.052243797263865695,0.028152881601157587,0.0039156856914707204,0.19707761299186716
2025-03-31,0.019034727903655093,0.019525065963060584,0.0028861862514649506,0.19642375536535397
2025-04-30,-0.03859838208734018,0.014550264550264647,0.0024797183100528286,0.19632844278520256
2025-05-31,0.024093848475333027,0.03355818831132029,0.06304340656673645,0.19585274432335945
2025-06-30,0.12856921009859948,0.019908956288049007,0.0008305465502781846,0.19747659934480546
2025-07-31,0.49282913245250276,0.009787050978705025,-0.009346705593091115,0.195802188017756
2025-08-31,0.05998401682676254,0.024816274363616886,0.0473285205228299,0.18900622824040778
2025-09-30,-0.022640113298946996,0.016732488048222915,0.006460467156303768,0.19024732725937257
2025-10-31,0.06290525626193136,0.016406010426249562,0.0160605351737147,0.18997691115029408
2025-11-30,-0.060457006516531346,0.025996882385477926,0.04373127991035578,0.19062599784221157
2025-12-31,-0.002562605280634959,0.0015683199372673595,-0.035716688342573265,0.18700553135850417
